Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s118.align.1.tree	24	205.869237047	717.32781
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s119.align.1.tree	24	205.678813357	716.83937
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s120.align.1.tree	20	205.880017337	717.36093
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s121.align.1.tree	22	205.879130029	717.38319
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s122.align.1.tree	22	205.857160804	717.09337
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s123.align.1.tree	12	205.719502338	716.74797
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s124.align.1.tree	22	205.760980497	717.02227
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s125.align.1.tree	16	205.852661372	717.12751
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s126.align.1.tree	26	205.797145713	717.31152
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s127.align.1.tree	18	205.852738642	717.09809
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s128.align.1.tree	24	205.79629825	717.07628
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s129.align.1.tree	20	205.827149586	717.00154
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s130.align.1.tree	20	205.870137088	717.08279
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s131.align.1.tree	18	205.745277741	716.87674
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s132.align.1.tree	18	205.627436983	716.25795
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s133.align.1.tree	24	205.828015405	717.37447
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s134.align.1.tree	24	205.832868823	717.46137
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s135.align.1.tree	26	205.936829172	717.85199
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s136.align.1.tree	26	205.886214728	717.5415
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s137.align.1.tree	22	205.856798937	717.10619
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s138.align.1.tree	26	205.809156492	717.1596
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s139.align.1.tree	24	205.845361325	717.2813
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s140.align.1.tree	16	205.760424039	716.74135
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s141.align.1.tree	22	205.936696644	717.35547
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s142.align.1.tree	24	205.814207368	717.10122
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s143.align.1.tree	18	205.900514564	717.33428
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s144.align.1.tree	16	205.826928244	717.01357
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s145.align.1.tree	20	205.764047891	716.84309
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s146.align.1.tree	16	205.840075771	716.92777
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s147.align.1.tree	20	205.894008566	717.38721
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s148.align.1.tree	22	205.63387376	716.73883
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s149.align.1.tree	12	205.857628003	717.03634
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s150.align.1.tree	14	205.857251891	716.97816
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s151.align.1.tree	18	205.809707454	717.07563
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s152.align.1.tree	22	205.7779543	717.11726
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s153.align.1.tree	20	205.934523619	717.41907
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s154.align.1.tree	22	205.930336984	717.30305
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s155.align.1.tree	22	205.862300365	717.21598
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s156.align.1.tree	26	205.953630895	717.84669
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s157.align.1.tree	18	205.85311247	717.20954
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s158.align.1.tree	20	205.864819556	717.20535
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s159.align.1.tree	10	205.747553258	716.79416
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s160.align.1.tree	10	205.9190981	717.03042
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s161.align.1.tree	24	205.820388608	717.15217
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s162.align.1.tree	20	205.905596873	717.03528
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s163.align.1.tree	20	205.851800053	717.15963
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s164.align.1.tree	24	205.783710512	716.99248
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s165.align.1.tree	22	205.727134219	717.06179
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s166.align.1.tree	26	205.832136061	717.65658
